Page ID,Page name,Disclaimer,Amount spent (INR),Number of ads in Library
2109470129112416,PM Sai Prasad,PM Sai Prasad,123,1
111284168025468,Gaurav Kakkar,Gaurav Kakkar,123,2
103148024821810,Lal Singh Arya,Lal Singh Arya,121,1
103851629245334,Jyoti Jayanti,Jyoti Jayanti,121,1
668808673207412,Harpal Singh Bhamra,D P ENTERPRISES,120,2
2287198564853830,Raghu Rama Krishna Raju,Raghu Rama Krishna Raju,120,4
589992961010910,Manoj Garg,D P ENTERPRISES,120,2
629977310955589,Krishna Sharma,Krishna Sharma,120,1
153235531201800,Haresh Thummar,Haresh Thummar,119,1
282660879067996,Ram Singh Kaira,Ram Singh Kaira,118,2
493463320510256,Mayur Golwala,These ads ran without a disclaimer,118,1
111919224720646,The Haryana Pond and Waste Water Management Authority,The Haryana Pond and Waste Water Management Authority,118,1
699178960174829,Rana Pratap Singh,Rana Pratap Singh,118,2
461136883751138,Office of Manohar Lal,Office of Manohar Lal,118,1
496374010231208,Rajeev Sharma,D P Enterprises,117,2
340874983036021,Rajni Tiwari,Rajni Tiwari,117,3
1561939470716058,Kuldeep Kumar,D P ENTERPRISES,117,2
718246468212498,Gajanan Ghuge - गजानन घुगे,Gajanan Ghuge - गजानन घुगे,116,1
112329045086959,Anubhav Yadav,Anubhav Yadav,116,1
111303055368760,Govind Balyan,Govind Balyan,116,2
104946532426557,Bharat Advertising Agency,Bharat Advertising Agency,116,1
192803100590287,Vikash Kumar Mahto,These ads ran without a disclaimer,116,1
2118803388399006,Click2Public Technologies OPC Private Limited,Click2Public Technologies OPC Pvt. Ltd.,115,1
352985404574987,Eknath Brigade,Kwento digital,115,1
104656718036008,Sunita Dayal,Sunita Dayal,115,1
119707697893540,Rajeev Tarara,Rajeev Tarara,115,2
344020709103884,Bharat Raj India News,Bharat Raj India News,115,1
625381524300289,Himangshu Shekhar Baishya,Himangshu Shekhar Baishya,114,2
164982960271425,OdishaLIVE,OdishaLIVE,114,1
413271651866568,Varun Agarwal,Varun Agarwal,114,4
388740271500168,Yuvraj Vashistha,Yuvraj Vashistha,114,2
106755038331043,Pardeep Mittal,Pardeep Mittal,114,1
144163038771919,Waseem Mian,Waseem Mian,113,2
102798128034126,Voice Of Haryana Digital.Live,Voice Of Haryana Digital.Live,113,1
101197658636724,Dharambeer Singh Dhillon,Dharambeer Singh Dhillon,113,4
518833881315101,Satish upadhyay,team dhwani,112,3
358647120668126,Team Ajay Rathee BJP,Team Ajay Rathee BJP,112,2
2097919017088717,Saurabh Mishra,Saurabh Mishra,112,1
197712980092340,Live India News,Live India News,112,2
468556393003761,Kiran Choudhry Fans,Suryanetram,112,1
802311956513987,Rahul Singh Lodhi,Rahul Singh Lodhi,112,5
460345467152397,Shiromani Akali Dal Delhi Unit,Shiromani Akali Dal Delhi Unit,111,1
100601291975066,𝐁𝐡𝐢𝐦𝐫𝐚𝐨 𝐒𝐚𝐭𝐡𝐞 - भिमराव साठे,𝐁𝐡𝐢𝐦𝐫𝐚𝐨 𝐒𝐚𝐭𝐡𝐞 - भिमराव साठे,111,1
1477995485750221,Acharya Devvrat,Acharya Devvrat,111,1
156305911727294,Ravinder Singh Negi,Ravinder Singh Negi,111,1
109575523898069,N.Jayaraman,N.Jayaraman,110,1
598905726639006,Mla.meghshyamsinghbjp,MEGH SHYAM SINGH,110,1
251520354709916,AatmaRam Patel आत्माराम पटेल,SPTM Media,110,3
445369235900937,Manpreet Waraich - Money,Manpreet Waraich - Money,110,1
103814657816670,Dr.Bandana Harichandan,Dr.Bandana Harichandan,109,2
534434659744345,Naya Sawera Gurgaon,These ads ran without a disclaimer,109,1
320257568156762,Karuna Sagar IPS,Karuna Sagar IPS,109,1
114357628258952,smittt___,These ads ran without a disclaimer,108,1
277823625423686,Lodhi Devendra Singh,Lodhi Devendra Singh,108,1
565237140189986,Ramesh Awasthi,Ramesh Awasthi,108,1
103051088538592,S. Jagdip Singh Kahlon - Krishna Park,S. Jagdip Singh Kahlon - Krishna Park,108,1
582896129056243,Trading targets,Trading targets,108,1
109753028197935,Awlesh Singh,Awlesh Singh,108,1
1430063227225725,Gaurav Goel,Sarthak Goel,108,2
104507494931668,Modi Yuga Bharat,Modi Yuga Bharat,107,2
1555957571287817,Awais Amber,These ads ran without a disclaimer,107,1
114575350669010,Ludhiana PLUS,Ludhiana PLUS,107,6
596225636907467,Solar Wave Innovations,Namaste Digital,107,1
398605796662242,AITC Debasish Mukherjee,vinayakastropoint,107,1
123539758317721,Dharmendra Rathore Team,Dharmendra Rathore Team,107,1
1500312986883514,Vikash Kumar Mahato,Vikash Kumar Mahato,107,1
610080202181783,Mukesh Choudhary BJP MLA NAKUR,Anything Infotech,106,1
389783334217200,DrPankaj Kumar Singh,DrPankaj Kumar Singh,106,1
2442133892516408,Apex children Academy khinwsar,Apex children Academy khinwsar,106,1
104534238108822,बगहा की आवाज़,बगहा की आवाज़,106,1
300617407296261,Mohd Hassan Roomi,Mohd Hassan Roomi,106,1
105565704943164,Moon Swarnakar,Moon Swarnakar,106,4
201616209694680,The Stitching House,The Bleu tech1,105,1
463102823563847,harsh anil sharma,Clever Clicks Solutions,105,1
110570145044943,Sanjay Gupta,Sanjay Gupta,105,1
521220797732255,Rahul Singh Chauhan,Sumit Rajput,105,1
304227026106940,"विकास करोड़िया ""पिन्टू""",These ads ran without a disclaimer,105,2
458882173974088,Manoj Goel Fan Club,Suryanetram,105,1
103419705479022,Amir Shaikh FC,Amir Shaikh FC,105,1
389487614247190,"Siddhinath Mishra ""Siddhant""","Siddhinath Mishra ""Siddhant""",105,1
796872737016939,Jitendra kumar Sharma,Jitendra kumar Sharma,104,1
336045820978489,Surendra Maithani,Surendra Maithani,104,1
236658782858618,Aryan Chauhan,Aryan Chauhan,103,1
556333234221397,VHL Solar,VHL Solar,103,1
1698107907185631,Hetero Healthcare Limited,These ads ran without a disclaimer,103,1
114763524972730,Parass Kumar Jain,Parass Kumar Jain,103,1
115956084860572,Prashant Dattatray Ogale,Prashant Dattatray Ogale,103,1
369010372971017,Andualem T. Boltena,These ads ran without a disclaimer,103,1
550400838166485,Amit Kumar Chandravanshi,ART Valley DigiTech,103,1
252429644614807,Hardiksinh Dodia,Anieffects Media Works,102,1
108432861353908,Karan Singh Yadav,Karan Singh Yadav,102,1
105035582093336,Brij Bhushan Gairola,Brij Bhushan Gairola,101,1
981603711956127,Abdul Hafiz Malik,Abdul Hafiz Malik,101,1
294912941423623,DR.Buchepalli Sivaprasad Reddy,DR.Buchepalli Sivaprasad Reddy,≤100,1
357885017401525,Harish Verma,Harish Verma,≤100,2
530801163452065,Juris Pathway,Juris Pathway,≤100,1
104858406054601,Sopan Nibude,Sopan Nibude,≤100,1
242002562334058,technogroup,These ads ran without a disclaimer,≤100,2
0,Instagram User 4323242219,These ads ran without a disclaimer,≤100,1
110653690702115,Mithila web development services,Mithila web development services,≤100,1
100114929443210,A Pritesh Patel,AniEffects Media Works,≤100,1
2220752738241520,Kamlesh Kumar Singh,Kamlesh Kumar Singh,≤100,1
0,Instagram User 9838587646,These ads ran without a disclaimer,≤100,1
115291483238115,Mahesh Shinde - महेश शिंदे,Mahesh Shinde - महेश शिंदे,≤100,1
107131412052288,DrHari Shanker Gangwar,DrHari Shanker Gangwar,≤100,2
150540858664197,Virender Babbar,Virender Babbar,≤100,1
104336445028940,Breaking Bihar,Breaking Bihar,≤100,1
1781919935439100,विकास पागल हो गया है,विकास पागल हो गया है,≤100,1
825870624112435,Ramesh Chandra Ratn,Ramesh Chandra Ratn,≤100,1
106571921734082,Angelcroshet Store,Angelcroshet Store,≤100,1
104064564864244,Chandermani Kulethi,Chandermani Kulethi,≤100,1
109046662141372,Political Junction,Political Junction,≤100,1
103133775393442,The Battery House,These ads ran without a disclaimer,≤100,1
878072259031908,Manjeet Dharampal Choudhary,Manjeet Dharampal Choudhary,≤100,1
111117671909756,Vishal Garg,Vishal Garg,≤100,3
106419895704838,Manoj Somani,Manoj Somani,≤100,1
1660545834170889,Bhaskar Sharma ভাস্কৰ শৰ্মা,Bhaskar Sharma ভাস্কৰ শৰ্মা,≤100,1
283622288176262,Dr. Anirban Ganguly.Team,WebWorld Tech,≤100,1
117363548900528,Ashish Pratap Singh,Ashish Pratap Singh,≤100,6
102629769295273,Rahul Dongle,Rahul Dongle,≤100,1
185953834610599,Paramjit Singh Sarna,Paramjit Singh Sarna,≤100,2
2062911480400872,Gain Digital Services,Gain Digital Services,≤100,1
231108387395325,Ramkumar verma,Ramkumar verma,≤100,3
312450731945054,Quantum Solar,Namaste Digital,≤100,3
108691262047208,Kamlesh Kumar Raghuvanshi,Kamlesh Kumar Raghuvanshi,≤100,1
103464655484352,Narendra Singh Yadav,Narendra Singh Yadav,≤100,1
316365575140365,Rozana Spokesman,Rozana Spokesman,≤100,2
1673838049345311,Political creation house,Political creation house,≤100,2
109429021385025,Kamlesh Bairwa,Kamlesh Bairwa,≤100,1
100967488604582,Keyur Anadkat,Keyur Anadkat,≤100,1
240101475857854,Social Justice,Social Justice,≤100,1
219514401576120,Dr.SG Suryah,SG Suryah,≤100,2
174534219608675,Raghav Thakur,Raghav Thakur,≤100,3
1727859277354436,Bhuwan Vikram भुवन विक्रम,Bhuwan Vikram भुवन विक्रम,≤100,1
281785661678371,Mohammad Aqib,Mohammad Aqib,≤100,1
444000972398140,Dr. Ajay Dharam Singh,Dr. Ajay Dharam Singh,≤100,2
100617825751591,Arun Singh - अरूण सिंह,Arun Singh - अरूण सिंह,≤100,1
104096344544568,Ram Raja Solar Energy,These ads ran without a disclaimer,≤100,1
462647296923137,Dr.Ayesha Fatima,savera education welfare and charitable trust,≤100,2
308344475697834,Pramod Wakodkar,These ads ran without a disclaimer,≤100,1
107879720555218,Rajneesh Gupta BJP,Rajneesh Gupta BJP,≤100,1
111779185317566,Krishna Kalyani,Krishna Kalyani,≤100,1
258950753966337,ನಿಮ್ಮ ದಿವಾಕರಗೌಡ್ರು ಅರಕಲಗೂಡು ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ,ನಿಮ್ಮ ದಿವಾಕರಗೌಡ್ರು ಅರಕಲಗೂಡು ವಿಧಾನಸಭಾ ಕ್ಷೇತ್ರ,≤100,1
181476575044850,Srikanth Kompally,Srikanth Kompally,≤100,1
101030099174188,श्री. अजित जगताप - Ajit Jagtap,श्री. अजित जगताप - Ajit Jagtap,≤100,2
406194129798586,Gayatri Khadke - Suryavanshi,Gothic Digital,≤100,2
694735337037944,Shubham Gangwar,lets vote india,≤100,2
115617371600581,Prasad Bhoir,Prasad Bhoir,≤100,1
479007638634885,ಅಪ್ಪಣ್ಣಾ ಹಸರಡ್ಡಿ,kognemolme gufum,≤100,1
102876552877757,Sukhvir Singh,Sukhvir Singh,≤100,1
100629682550398,Jaswinder Kandaa,Jaswinder Kandaa,≤100,1
713416382011902,Sahil Shivaji Kedari,Sahil Shivaji Kedari,≤100,1
174413176546278,Mangat Ram Sharma Adarsh Nagar Vidhan Sabha,Mangat Ram Sharma Adarsh Nagar Vidhan Sabha,≤100,1
301482743520742,Aseem Gupta,Aseem Gupta,≤100,3
1904178989795212,Shweta Diwakar,Shweta Diwakar,≤100,1
334431849982891,Engineer's Basket,Engineer's Basket,≤100,1
568278870045228,Bjp It Vibhaag Kanpur Govind Nagar,Bjp It Vibhaag Kanpur Govind Nagar,≤100,1
111924578381136,Borah Manash,Borah Manash,≤100,1
868078433544344,Kirpalsinh Chavada Ajol,Kirpalsinh Chavada Ajol,≤100,1
579381605593294,Vikas Sharma,Vikas Sharma,≤100,1
102464458583665,आएगा तो मोदी ही- Team Namo,आएगा तो मोदी ही- Team Namo,≤100,1
104260901591180,Indra Sao,Indra Sao,≤100,1
103644719225649,C Divakara Reddy,C Divakara Reddy,≤100,1
198586226661969,Vijay Vikram Singh,Vijay Vikram Singh,≤100,2
514806785196534,Gopal krishna Agarwal,Gopal krishna Agarwal,≤100,1
110137135193206,Akhilesh Yadav Aksh,Akhilesh Yadav Aksh,≤100,1
102497059315779,VVIP News,VVIP News,≤100,1
380860598454848,Dr. Pankaj Singh Bhadauria,LucknowTech,≤100,1
0,Instagram User 831498632,These ads ran without a disclaimer,≤100,1
595825780283177,अखण्ड भारत 24,These ads ran without a disclaimer,≤100,1
104446099262016,प्रवीन लाकड़ा - समाजसेवी नरेला,These ads ran without a disclaimer,≤100,1
700171774147955,Aakash Zaildar,Aakash Zaildar,≤100,2
491871227343586,Jitendra Singh,Jitendra Singh,≤100,3
495622273645559,Mufti Shamail Nadvi fanpage,These ads ran without a disclaimer,≤100,1
542850332242787,Howrd Tuston 90,These ads ran without a disclaimer,≤100,1
528851626974446,Raw News,These ads ran without a disclaimer,≤100,1
235573150172779,Donatekart,These ads ran without a disclaimer,≤100,1
100618735209750,IND TALK,IND TALK,≤100,1
537215382797629,SYF Haryana,SYF Haryana,≤100,1
349594075908636,Syed Salman Ali,Syed Salman Ali,≤100,1
914415405355755,Raghav agnihotri,Raghav agnihotri,≤100,2
299454709911924,Shashank Shekhar,Shashank Shekhar,≤100,1
203173649543655,Vikas Singh,Vikas Singh,≤100,2
102123449068334,Er.Venu Gopal Sinha,Er.Venu Gopal Sinha,≤100,1
273944889957558,SHABD MANCH,These ads ran without a disclaimer,≤100,1
308228153335785,Chandanji Thakor,Chandanji Thakor,≤100,2
115255098121327,Chandan Chandrakar,Chandan Chandrakar,≤100,1
112291655141502,Arpit Das Ji Maharaj,Arpit Das Ji Maharaj,≤100,4
122878587454389,Kuldeep Rawat,Kuldeep Rawat,≤100,1
111734600644064,Ajitpal Singh Kohli,Ajitpal Singh Kohli,≤100,2
263493044065302,Ravi Path News,Ravi Path News,≤100,1
1819997541592243,Imran Qureshi,Imran Qureshi,≤100,1
666607407031253,Albel Ghuraiya,Albel Ghuraiya,≤100,2
235369063003987,Amit Pandey BJP,Amit Pandey BJP,≤100,2
206647259188102,Rashtriya Seva Sangh,Rashtriya Seva Sangh,≤100,1
447373555128101,"C2C Leadership ""Committed To Commoner""",kedar beyond creations,≤100,1
962196203794480,Aditya Chauhan BJP,Aditya Chauhan BJP,≤100,2
100260324675920,Dr. Archana Majumdar,Dr. Archana Majumdar,≤100,1
1584395508448696,Manash Borah,Manash Borah,≤100,1
261509580557645,BaBa Tiwari 'Sarvesh' meja,BaBa Tiwari 'Sarvesh' meja,≤100,1
203109796223741,Kuldeep Vimal Shamraoji Mate,Kuldeep Vimal Shamraoji Mate,≤100,1
111576633954789,Ashwani Sharma,Ashwani Sharma,≤100,1
0,Instagram User 7337040671,These ads ran without a disclaimer,≤100,1
130898023436669,Inderjeet Singh  Chhotu,nrmediabox,≤100,1
315921924948837,JGU International Academy,These ads ran without a disclaimer,≤100,1
105011357950621,Gaurav Gupta,Rodiex Services LLP,≤100,1
100192812370778,ਮਿਸਲ ਸਤਲੁਜ,ਮਿਸਲ ਸਤਲੁਜ,≤100,12
212527418620005,Ajit Ranjan,Praveen Pratap Singh,≤100,1
1622454687804982,Shakti Singh,Shakti Singh,≤100,2
359726167827402,Bhuneshwar Singh Baghel,DIGISTICK SERVICES PRIVATE LIMITED,≤100,1
562322373924292,Shashi walia,Shashi walia,≤100,1
115232403260137,Asim Ghosh,Asim Ghosh,≤100,1
286947507831789,हिंदू सेवा दल,हिंदू सेवा दल,≤100,1
101430391860813,Ashwani Sharma Pare BJP,Ashwani Sharma Pare BJP,≤100,2
122100144680009726,Satish Rathee,Satish Rathee,≤100,1
755236128175586,Thakur Sanjay Singh,Thakur Sanjay Singh,≤100,1
366128933595050,Vilas Madigeri,Vilas Madigeri,≤100,3
577717872100023,Seema Kushvaha,SIGMA HEROES ENTERPRISES,≤100,1
102881635959815,Bhisham sharma ex mla,Bhisham sharma ex mla,≤100,1
116164968193545,Gurdeep Singh Siddhu,Gurdeep Singh Siddhu,≤100,1
1061889120527640,Vicky Mittal - Vinendra Mittal,Vicky Mittal - Vinendra Mittal,≤100,10
148316798691016,DODDIGARLA SUVARNA RAJU,DODDIGARLA SUVARNA RAJU,≤100,2
164649866738604,Nand Kishor,These ads ran without a disclaimer,≤100,1
420029341186738,Harinatha Reddy,Harinatha Reddy,≤100,1
483268195358928,Roshan lal verma -mla,Roshan lal verma -mla,≤100,1
1144553402351315,Omkar Shakya,MEOG IT SOLUTIONS,≤100,1
1620406958222283,Pyala Prasada Rao,Pyala Prasada Rao,≤100,1
145750605599726,Abhay Kumar Singh 'Sarjan',Abhay Kumar Singh 'Sarjan',≤100,1
272978182557536,Satya Parkash Sangwan,VCSMEDIA,≤100,1
115363448321555,Vikas Rana,Vikas Rana,≤100,1
517783808087637,Mukesh Singh,Mukesh Singh,≤100,2
280714898453577,Raj Singh,These ads ran without a disclaimer,≤100,1
163382127013868,Shiromani Akali Dal,Shiromani Akali Dal,≤100,1
472844082918408,Atik Kapadia,Atik Kapadia,≤100,1
0,Instagram User 1223682413,These ads ran without a disclaimer,≤100,1
138621386007807,Rishikesh cycle rider,These ads ran without a disclaimer,≤100,1
100312661781153,Surendra Singh,Surendra Singh,≤100,1
264709556730381,Ram Choudhary,These ads ran without a disclaimer,≤100,1
109916533853207,AMIT KUMAR SINGH,AMIT KUMAR SINGH,≤100,1
2283104825244785,Jitendra Singh Jodha,Jitendra Singh Jodha,≤100,3
102068925718399,Rakesh Sharma,Rakesh Sharma,≤100,2
108856708673977,Dandamudi Dharani,Dandamudi Dharani,≤100,1
105438141272621,Santanu Puzari,DAX FAALCON,≤100,3
111326597435506,WebLauz Technologies,WebLauz Technologies,≤100,1
104532837863033,राजेन्द्र सिंह उर्फ विंध्याचल सिंह,राजेन्द्र सिंह उर्फ विंध्याचल सिंह,≤100,1
2218902201680311,RAVI RAI,RAVI RAI,≤100,4
103585639193638,KD News,KD News,≤100,1
112580883926082,Rajan Trivedi,Rajan Trivedi,≤100,2
252023092136537,Dinesh Pratap Singh,Dinesh Pratap Singh,≤100,1
305559769642002,Ashish pratap singh chauhan,Ashish pratap singh chauhan,≤100,1
597404620126518,Green Energy Solar,These ads ran without a disclaimer,≤100,2
105499988459147,Sagar Modi,Anieffects Media Works,≤100,1
1459946900716814,DS Thakur,DS Thakur,≤100,6
105619215581558,RajeshKumar,Dee Technologies,≤100,1
184703305509958,Bhupendra Varshney BJP,Bhupendra Varshney BJP,≤100,1
514089478458275,WhatsApp Business 74459339,These ads ran without a disclaimer,≤100,1
401423489725075,Purushottam Madari Kuruba,These ads ran without a disclaimer,≤100,1
113667918481947,பாஜக நாமக்கல் மேற்கு மாவட்டம்,பாஜக நாமக்கல் மேற்கு மாவட்டம்,≤100,1
385195788013184,जागो महाराष्ट्र,जागो महाराष्ट्र,≤100,1
1592771257661167,Samachar First,Samachar First,≤100,1
314111418444155,पंकज कंबोज,These ads ran without a disclaimer,≤100,1
212708001935185,Bharat News Live,DigisoftNexus,≤100,1
110718313735303,Surender Lakra,Surender Lakra,≤100,1
436626656200671,देवेंद्र जरूरी हैं,देवेंद्र जरूरी हैं,≤100,1
488501317690272,Map My News,Map My News,≤100,1
639971916054640,Shaan Khan,Shaan Khan,≤100,2
112823297524153,Latesh Choudhary,Latesh Choudhary,≤100,1
415811804953982,Vidarbha Politics,Vidarbha Politics,≤100,1
511544138713805,Praveen Pratap Singh,Praveen Pratap Singh,≤100,1
326243404670820,Mohammad Shariq,Mohammad Shariq,≤100,1
733119896735630,Swapnil Balasaheb Dhamdhere,Pi Mediaworks,≤100,1
409616025575023,खबर मराठवाड्याची,खबर मराठवाड्याची,≤100,1
113527103452416,Anup Kumar Tewari,Anup Kumar Tewari,≤100,1
0,Instagram User 1212601451,These ads ran without a disclaimer,≤100,1
108465062169299,Vishal Singh Yadav,Vishal Singh Yadav,≤100,1
108015368279979,Solh Wellness,Solh Wellness,≤100,1
448063828398872,अतरौलिया की आवाज,These ads ran without a disclaimer,≤100,1
378332322246104,Ellie Angele Flory,These ads ran without a disclaimer,≤100,1
117502191299552,Afroz Khan,Afroz Khan,≤100,1
112638661193602,सत्यपाल गंगवार,सत्यपाल गंगवार,≤100,2
104194321399470,Dr. Niraj Waghmare - डॉ. निरज वाघमारे,Dr. Niraj Waghmare - डॉ. निरज वाघमारे,≤100,1
253656394501590,Arijit Patel,Arijit Patel,≤100,1
345098898697131,Team Deva Bhau,Team Deva Bhau,≤100,1
114563814949718,Prashant Singhal BJP,Prashant Singhal BJP,≤100,1
101255166095276,Sikkim Awalokan,These ads ran without a disclaimer,≤100,1
299152813446985,Rajasthan Samgrah Kalyan Sansthan RSKS INDIA,Rajasthan Samgrah Kalyan Sansthan RSKS INDIA,≤100,1
412531638617431,Mumbai Local,Mumbai Local,≤100,1
111442705118233,Pankaj Sinha,These ads ran without a disclaimer,≤100,1
1661165787443223,Shailendra singh Bisht,Shailendra singh Bisht,≤100,1
103870761681066,Vinod dhakad,These ads ran without a disclaimer,≤100,1
420556384465416,गरिबांची साथ देवा भाऊ,गरिबांची साथ देवा भाऊ,≤100,1
438053052723978,कृष्णेच्या तीरावर,कृष्णेच्या तीरावर,≤100,1
263901690694136,Akshay Sharma,Akshay Sharma,≤100,3
103141219186591,राजेश जाट नानी,These ads ran without a disclaimer,≤100,2
229672923555377,Satish Shukla,Satish Shukla,≤100,1
1836262763370605,Kiran Khabad,Kiran Khabad,≤100,1
108159201571035,अरविन्द जायसवाल,अरविन्द जायसवाल,≤100,1
2167726120108989,Yogesh Joshi,Yogesh Joshi,≤100,1
100710499532244,aashutoshsankayepatil,These ads ran without a disclaimer,≤100,2
144986472377973,Abhimanyu Poonia,Websikar Technologies Pvt. Ltd.,≤100,1
589088844286122,Rudransh Solar,Namaste Digital,≤100,1
124321964381543,Ravi Teja Tadimalla,Ravi Teja Tadimalla,≤100,4
742358482581212,Sanjay Goyal BJP,Sanjay Goyal BJP,≤100,1
424368341097655,Rajkumar Singh,Rajkumar Singh,≤100,1
783442581777730,अमरेंद्र सिंह 'पिन्टू',अमरेंद्र सिंह 'पिन्टू',≤100,3
918012775255465,Abhimanyu Singh,Abhimanyu Singh  अभिमन्यु सिंह,≤100,1
0,Instagram User 4302203727,These ads ran without a disclaimer,≤100,1
104585054483953,Dulhe Sahab,These ads ran without a disclaimer,≤100,1
2536839326456782,Kamlesh Kumari,Easy Social,≤100,4
2231602987121360,Shourya Renewables Projects Ltd,These ads ran without a disclaimer,≤100,1
265962179932267,Lok Sabha Fatehgarh Sahib,These ads ran without a disclaimer,≤100,1
0,Instagram User 5394390171,These ads ran without a disclaimer,≤100,1
170909129447867,Bimlesh Tewaree,The Lay Lawn,≤100,1
750347365124101,Rahul singh Bhadouria Mehgaon Vidhansabha,These ads ran without a disclaimer,≤100,1
100714916241533,Kishor Nath,These ads ran without a disclaimer,≤100,1
110996090609464,Kuldeep Singh Sikarwar,Kuldeep Singh Sikarwar,≤100,3
116506524771391,Faisal Bappantakath,These ads ran without a disclaimer,≤100,1
335165799690006,Aditya Surjewala,Aditya Surjewala,≤100,2
1088373891289696,Kamal Yadav,AAJNEETI ADVERTISING,≤100,1
237043726157269,Kumar Gaurav,Kumar Gaurav,≤100,2
101831845737766,Neeraj Pant,D P ENTERPRISES,≤100,1
232877356566701,Suprakash Giri,Suprakash Giri,≤100,1
110495965329907,Siddhant Sharma,Siddhant Sharma,≤100,1
0,Instagram User 462822230,These ads ran without a disclaimer,≤100,1
0,Instagram User 5634685377,These ads ran without a disclaimer,≤100,1
107734022355061,Baghel Singh Bahian,Baghel Singh Bahian,≤100,1
114194498423144,Vikas Sharma,Vikas Sharma,≤100,1
121517274176236,Mohammad Salauddin,Mohammad Salauddin,≤100,1
102870892175588,Anil Kumar Yadav,Anil Kumar Yadav,≤100,2
100942369471721,News Line Hindi,News Line Hindi,≤100,1
105992831704298,Sandip Mahato,Sandip Mahato,≤100,1
104071715577392,SK International Sainik School Retharedharan - Sangli,SK International Sainik School Retharedharan - Sangli,≤100,2
129644757628201,Khushboo Gupta,Khushboo Gupta,≤100,1
134060279792114,Sri Yogendra Kumar,Sri Yogendra Kumar,≤100,1
385658441549334,Deepak Bhati Chotiwala,Deepak Bhati Chotiwala,≤100,1
632146103310511,Chandrapurchatka,These ads ran without a disclaimer,≤100,1
561956030331436,Niyaz Ahmed,Niyaz Ahmed,≤100,1
721478984578826,Dr. Ponguru Narayana,Dr. Ponguru Narayana,≤100,1
767805023307544,Santosh Kumar Singh,Santosh Kumar Singh,≤100,1
105512387945640,DevDham,These ads ran without a disclaimer,≤100,1
110757065176281,Shamsher Bahadur,These ads ran without a disclaimer,≤100,1
103228485775269,Mamta Tyagi,Mamta Tyagi,≤100,1
165032566696653,Abhishek Agarwal,These ads ran without a disclaimer,≤100,1
1237020023083419,MODI Supporters,MODI Supporters,≤100,1
892715324214105,Nitendra Singh Rathore,LIVE NOTIFIED,≤100,2
477474545448008,Jazzbaat24Bangla,These ads ran without a disclaimer,≤100,1
2773013769589903,BJP Pune,BJP Pune,≤100,1
133493680681261,Borra Gnaneshwer Mudhiraj,Borra Gnaneshwer Mudhiraj,≤100,1
111067778454270,Jagannidhe Jatti,Jagannidhe Jatti,≤100,2
497223833472429,Salman Pathan,Salman Pathan,≤100,1
103198739488766,Haridas Eravankara,These ads ran without a disclaimer,≤100,1
102507389489489,Lokesh Kumar Meena Basoli,These ads ran without a disclaimer,≤100,1
104409702689731,Prag News Digital,Prag News Digital,≤100,1
100749098828564,Gursewak Singh Aulakh,Gursewak Singh Aulakh,≤100,1
104755924947233,Shiv Kumar BJP,Shiv Kumar BJP,≤100,2
182066051652309,Harshada Pharande- हर्षदा फरांदे,Harshada Pharande- हर्षदा फरांदे,≤100,1
842510062434167,Baldev Singh Aulakh,Baldev Singh Aulakh,≤100,3
100917643065036,प्रवीन सिंह गंगवार,प्रवीन सिंह गंगवार,≤100,2
705916932856575,Dr Prakash Chandra,Dr Prakash Chandra,≤100,1
106466459057737,ANNAI Cotton,ANNAI Cotton,≤100,1
262490684274810,Poonam Sankhwar MLA,Poonam Sankhwar MLA,≤100,1
1039588102752549,Sorkhi Industries,Sorkhi Industries,≤100,1
307988255894298,Abhimanyu Singh Rajvi,Abhimanyu Singh Rajvi,≤100,1
289085061102499,Sukhwinder Singh Bindra,Sukhwinder Singh Bindra,≤100,1
112479785179316,गिरजेश जायसवाल,गिरजेश जायसवाल,≤100,1
1802523420012948,Pratap Singh Khachariyawas,Pratap Singh Khachariyawas,≤100,1
1374878792784524,Harsh Dwivedi,HDPI Softweblink Solutions LLP,≤100,1
188330556023974,anuragsason.com,anuragsason.com,≤100,1
301978739657476,Rajiv Bhosale-Maratha,Rajiv Bhosale-Maratha,≤100,1
538863569316430,Amit Pal Singh,Amit Pal Singh,≤100,1
100599521811377,Payal Sakariya,Aapnikhabar,≤100,1
102332547851455,Sanjay Seth,Sanjay Seth,≤100,2
507088112481097,सुधाकर जायसवाल,These ads ran without a disclaimer,≤100,1
565108436685978,रामचन्द्र राम,DEMAND DIGITAL,≤100,1
120521097614444,get.high.on.music,These ads ran without a disclaimer,≤100,1
391908864218526,Aadarshwaadi Congress Party आदर्शवादी कांग्रेस पार्टी,Aadarshwaadi Congress Party आदर्शवादी कांग्रेस पार्टी,≤100,1
111928280597646,Gopal Sharan Singh,Gopal Sharan Singh,≤100,5
597656710098491,pkdvbanka,These ads ran without a disclaimer,≤100,1
111627301005753,Abhinay Rai,Abhinay Rai,≤100,1
410134216379605,Dr. Omprakash Shete,Dr. Omprakash Shete,≤100,1
120691787608772,Kishor Bhagwan Tarawade,Kishor Bhagwan Tarawade,≤100,1
114687274995744,Mohammad Sarwar Malik,Mohammad Sarwar Malik,≤100,1
128158260377323,Kapil Gupta,Solh Wellness Private Limited,≤100,1
113140228560534,Wish Marathi,wish marathi,≤100,1
